Alignment,UMBC,y
0.857142857143,0.93798244,5.0
0.363636363636,0.5603802,4.0
0.571428571429,0.8141899,1.0
0.4,0.5206234,0.8
0.5,0.7234962,2.4
0.2,0.28288096,0.8
0.266666666667,0.305533,1.8
0.689655172414,0.66497797,3.6
0.666666666667,1.0,3.8
0.363636363636,0.4847868,0.8
0.444444444444,0.5835668,2.6
0.4,0.63395905,0.8
0.545454545455,0.74825555,3.4
0.4,0.47123834,2.0
0.307692307692,0.1262881,1.2
1.0,1.0,5.0
0.153846153846,0.35393777,0.4
0.461538461538,0.5812869,1.0
0.875,0.9375,3.8
0.8,0.9504525,3.4
0.0,0.0,0.4
0.666666666667,0.7843987,4.2
0.333333333333,0.5425747,2.6
0.25,0.33822292,1.4
0.307692307692,0.51216155,2.8
0.923076923077,0.9166667,4.6
0.571428571429,0.33333334,2.2
0.5,0.17154662,1.8
0.756756756757,0.87977976,4.8
0.0,0.029244266,1.4
0.5,0.5871938,2.8
0.615384615385,0.71696544,3.0
0.833333333333,0.8536506,4.8
0.166666666667,0.35700947,2.0
0.6,0.9112659,3.4
1.0,1.0,4.8
0.857142857143,0.90623283,3.6
0.666666666667,0.8114496,3.4
0.6,0.6435868,1.6
1.0,0.9078912,4.8
0.774193548387,0.7790834,4.0
0.75,0.5625,4.4
0.666666666667,0.9375,4.8
0.444444444444,0.74230456,3.0
0.615384615385,0.74185413,2.0
0.0,0.0,0.17
0.6,0.6029717,2.83
0.6,0.5883961,3.17
0.444444444444,0.66179234,2.0
0.0,0.33687606,1.83
0.428571428571,0.5427321,1.83
0.769230769231,0.827161,4.5
0.666666666667,0.7306843,3.83
0.545454545455,0.375,3.5
0.769230769231,0.8011379,4.67
1.0,1.0,5.0
0.666666666667,0.79177886,2.83
0.8,0.84328175,5.0
0.5,0.41666666,1.33
0.8,0.79451865,3.33
0.8,0.7141899,3.4
1.0,1.0,5.0
0.933333333333,1.0,4.33
0.6,0.6255672,2.83
0.461538461538,0.65127134,2.83
0.2,0.31541112,1.67
0.774193548387,0.75,3.5
0.142857142857,0.48981035,2.5
0.5,0.594337,2.83
0.307692307692,0.5149885,2.17
0.5,0.7241107,3.5
0.5,0.7699526,3.67
0.833333333333,0.93196476,5.0
0.8,1.0,5.0
0.571428571429,0.6836407,4.0
0.875,1.0,5.0
0.166666666667,0.3724263,1.5
0.666666666667,0.54790235,2.17
0.909090909091,0.7141899,4.67
0.222222222222,0.28196707,0.83
0.75,0.9290127,1.67
0.533333333333,0.727914,4.5
0.5,0.6933677,1.83
0.222222222222,0.2730778,3.33
0.444444444444,0.43196476,1.83
0.666666666667,1.0,4.33
0.5,0.7082358,4.17
1.0,1.0,5.0
0.181818181818,0.47965467,1.83
0.727272727273,0.8077926,3.83
0.25,0.5171089,3.0
0.166666666667,0.11890911,1.17
0.571428571429,0.7014539,3.33
0.0,0.25311685,1.33
0.166666666667,0.14129272,1.33
0.571428571429,0.69033056,4.0
1.0,1.0,5.0
0.0,0.047854252,0.67
0.857142857143,0.9112659,2.5
0.727272727273,0.7160768,3.17
0.933333333333,1.0,4.83
0.666666666667,0.75,3.5
0.333333333333,0.3597442,0.67
0.727272727273,0.713506,3.5
0.75,0.6826476,4.0
0.444444444444,0.46501052,2.5
0.333333333333,0.33990934,1.67
0.666666666667,0.8176889,1.83
0.8,0.8333333,3.0
0.5,0.63355106,4.17
0.0,0.2325759,2.17
0.461538461538,0.66513216,4.0
0.4,0.5,1.5
0.4,0.6756066,4.17
0.342857142857,0.52938855,1.2
0.461538461538,0.78235614,3.0
0.0,0.0,0.8
0.387096774194,0.43866345,0.8
0.923076923077,0.9328736,5.0
0.222222222222,0.6675125,1.6
0.8,0.9375,4.4
0.25,0.40620893,1.0
0.285714285714,0.1096974,0.6
0.0,0.08117427,0.8
0.631578947368,0.5144259,2.2
1.0,1.0,5.0
0.571428571429,0.8141899,1.4
0.909090909091,0.9284916,5.0
0.333333333333,0.38818708,0.4
0.4,0.4710115,1.6
0.8,1.0,3.6
0.352941176471,0.6721689,3.2
0.666666666667,0.8212363,2.4
0.714285714286,0.70579135,1.8
0.625,0.82941955,4.2
1.0,1.0,4.6
0.285714285714,0.35619038,1.0
1.0,1.0,5.0
0.285714285714,0.49549228,2.4
0.428571428571,0.518467,3.2
0.444444444444,0.48015314,2.0
0.75,0.73436713,4.6
0.153846153846,0.42882714,3.2
0.166666666667,0.33603352,1.8
0.461538461538,0.54196864,3.2
0.285714285714,0.5217603,3.6
0.75,0.9112659,3.6
0.444444444444,0.4958899,2.6
0.5,0.6511556,4.4
0.285714285714,0.40620196,2.2
0.833333333333,0.8670577,4.0
0.0,0.09568423,2.8
0.333333333333,0.39602098,1.6
0.444444444444,0.6721685,2.6
0.153846153846,0.3385865,1.6
0.888888888889,1.0,5.0
0.833333333333,0.889043,3.6
0.0,0.09738046,1.4
0.461538461538,0.6197938,3.6
0.428571428571,0.65151644,1.6
0.0,0.0,0.6
0.833333333333,0.8536506,4.4
0.6,0.84863144,1.4
0.0,0.12846632,0.4
0.727272727273,0.73333335,2.8
0.909090909091,0.9284916,5.0
0.266666666667,0.15310222,1.0
0.666666666667,1.0,3.5
0.4,0.65058327,1.0
0.571428571429,0.73939717,3.6
0.909090909091,1.0,5.0
0.666666666667,0.93887407,3.2
0.833333333333,0.85751057,4.8
0.4,0.7015044,1.8
0.558139534884,0.8816879,4.6
0.333333333333,0.65,3.0
0.4,0.54891866,2.0
0.0,0.15594238,0.2
0.2,0.0,0.6
0.833333333333,0.85751057,3.6
0.615384615385,0.9,4.6
0.833333333333,0.85751057,5.0
0.0,0.08717747,1.4
0.571428571429,0.81515193,3.0
0.833333333333,0.9,4.4
0.0,0.29934385,2.0
0.875,0.9375,4.4
0.444444444444,0.42634898,3.0
0.545454545455,0.755194,3.0
0.285714285714,0.53703856,2.6
0.444444444444,0.73828995,3.0
0.2,0.39920565,1.6
0.307692307692,0.5717886,2.6
0.285714285714,0.52312535,2.2
0.461538461538,0.5239234,1.2
0.588235294118,0.7386875,3.0
0.285714285714,0.64932454,3.2
0.909090909091,0.9166667,4.2
0.571428571429,0.6020892,3.6
0.909090909091,0.9,4.8
0.5,0.44196436,1.0
0.333333333333,0.13754229,2.2
0.909090909091,0.9284916,5.0
0.0,0.0,0.8
0.307692307692,0.71627885,3.0
0.4,0.8066022,1.8
0.5,0.6273672,2.8
0.685714285714,0.6612659,2.0
0.585365853659,0.27881908,2.6
0.75,0.75,1.4
0.666666666667,0.756373,4.0
0.461538461538,0.6875275,1.6
0.285714285714,0.42962852,1.8
0.352941176471,0.52291256,1.2
0.181818181818,0.3872467,1.2
0.6,0.72521085,5.0
0.333333333333,0.42316037,1.2
0.571428571429,0.6414854,3.6
0.615384615385,0.5997603,1.4
0.363636363636,0.40826058,1.0
0.909090909091,1.0,4.8
0.615384615385,0.4767371,3.2
0.666666666667,0.84137565,3.6
0.0,0.0,0.0
0.789473684211,0.9328736,4.6
0.133333333333,0.1277988,1.0
0.133333333333,0.3563722,1.8
0.2,0.17501292,0.8
0.133333333333,0.3847608,0.8
0.909090909091,0.9284916,4.8
0.727272727273,0.93887407,4.6
0.333333333333,0.375,1.2
0.585365853659,0.65907705,3.2
0.285714285714,0.35882527,1.2
0.8,1.0,5.0
0.5,0.54916596,3.4
0.533333333333,0.8597448,4.0
0.727272727273,0.9284916,5.0
0.648648648649,0.7310212,4.4
0.25,0.26639238,1.0
0.285714285714,0.4167434,2.0
0.333333333333,0.63395905,3.4
0.727272727273,0.57042325,2.4
0.8,0.8935203,1.8
0.4,0.3141899,1.0
0.5,0.7105191,3.8
0.666666666667,0.7679525,3.6
0.4,0.37628707,1.8
0.933333333333,0.9166667,5.0
0.0,0.03141597,0.8
0.6,0.5951583,1.2
0.533333333333,0.78430325,4.4
0.5,0.6468993,3.2
0.545454545455,0.6076476,1.6
0.833333333333,0.9166667,4.4
0.888888888889,0.94084394,5.0
0.6,0.7790267,1.6
0.166666666667,0.47056097,0.8
0.714285714286,0.48687744,3.0
0.571428571429,0.70764756,1.0
0.133333333333,0.24630873,1.0
0.8,0.8778662,2.8
0.266666666667,0.41124174,1.6
0.142857142857,0.09157092,1.6
0.654970760234,0.7823155,3.8
0.571428571429,0.6885178,1.4
0.8,0.8333333,2.8
0.909090909091,0.93812555,5.0
0.545454545455,0.586308,3.6
0.444444444444,0.57578766,2.2
1.0,0.83444685,4.4
0.754716981132,0.9284916,4.8
0.166666666667,0.42469874,2.2
0.545454545455,0.65426093,4.0
0.666666666667,0.55,1.4
0.153846153846,0.2799593,1.0
0.5,0.69987833,1.8
0.0,0.03320505,0.6
0.25,0.51529807,2.0
0.333333333333,0.6519677,2.6
0.0,0.12203901,2.0
0.545454545455,0.71088284,3.0
0.8,0.77371466,3.6
0.461538461538,0.9,4.4
0.235294117647,0.2132945,1.4
0.166666666667,0.3491173,1.2
0.8,0.91418993,3.6
0.727272727273,0.80825967,1.6
0.25,0.4051705,3.0
0.727272727273,0.8672785,3.4
0.352941176471,0.61144763,3.0
0.375,0.5516852,3.4
0.285714285714,0.40325543,3.8
0.727272727273,0.9284916,4.6
0.666666666667,0.757738,4.4
0.2,0.5598865,2.4
0.25,0.39781424,0.6
0.375,0.19370595,3.2
1.0,0.8333333,4.8
0.5,0.6931077,1.8
0.705882352941,0.9112659,3.6
0.0,0.059345007,1.2
0.8,0.93812555,4.8
1.0,0.9,5.0
0.333333333333,0.41067755,1.0
0.545454545455,0.7094033,3.4
0.909090909091,0.9284916,5.0
0.285714285714,0.4003154,1.6
0.909090909091,0.9284916,5.0
0.615384615385,0.8940962,2.6
0.857142857143,0.82126987,4.8
0.933333333333,1.0,4.6
0.235294117647,0.47899842,2.2
0.428571428571,0.29691195,0.8
0.181818181818,0.31442392,2.2
0.0,0.35734057,0.4
0.5,0.5833333,2.2
0.4,0.3141899,1.4
0.571428571429,0.84762764,3.4
0.181818181818,0.19728057,1.4
0.166666666667,0.32615307,1.4
0.833333333333,1.0,3.8
0.222222222222,0.0720831,1.4
0.285714285714,0.4485594,0.8
0.75,0.88037544,4.8
0.666666666667,0.81505376,2.4
0.363636363636,0.5250798,4.4
0.909090909091,0.86866444,5.0
0.4,0.7552852,4.8
0.444444444444,0.70223963,2.8
0.6,0.7231842,3.2
0.923076923077,0.9166667,4.8
0.6,0.74544716,3.4
0.2,0.39693713,1.4
0.25,0.31111062,1.0
0.714285714286,0.81611204,4.2
0.0,0.07118921,0.8
0.5,0.11861849,1.8
0.0,0.0,0.0
0.5,0.515476,1.2
0.0,0.08277986,3.0
0.6,0.8453669,3.6
0.285714285714,0.4097281,1.8
0.823529411765,1.0,4.6
0.933333333333,1.0,4.4
0.0,0.24939023,2.2
0.352941176471,0.6779587,4.2
0.0,0.0,0.4
0.666666666667,0.75,2.8
0.0,0.042182248,0.6
0.727272727273,0.9284916,4.8
0.8,1.0,4.4
0.461538461538,0.5531291,0.8
0.666666666667,0.47799712,2.8
1.0,1.0,4.6
0.571428571429,0.6414854,3.8
0.4,0.7290127,3.4
0.166666666667,0.39734775,1.8
0.909090909091,0.9284916,5.0
0.25,0.44723523,2.4
1.0,1.0,4.8
0.8,0.7141899,4.2
0.521739130435,0.63979375,2.2
0.909090909091,0.9284916,5.0
0.555555555556,0.77547896,3.2
0.923076923077,0.9166667,4.8
0.5,0.5711892,1.6
0.666666666667,0.7378277,2.8
0.6,0.74825555,3.4
0.363636363636,0.5999548,1.6
0.5,0.875,2.8
0.666666666667,0.72262764,3.0
0.4,0.47465715,3.2
0.888888888889,1.0,5.0
1.0,1.0,5.0
0.5,0.8223766,3.0
0.888888888889,0.75,3.8
0.25,0.29412752,3.6
0.166666666667,0.37370455,1.6
0.235294117647,0.4426244,1.6
0.333333333333,0.13754229,1.4
0.769230769231,0.77494633,4.0
0.533333333333,0.5726652,4.2
0.181818181818,0.37840852,2.4
0.666666666667,1.0,4.2
0.0,0.20325437,0.8
0.181818181818,0.37258878,2.6
0.444444444444,0.53956616,2.4
0.875,1.0,4.6
0.444444444444,0.9144237,3.0
0.714285714286,0.68719,5.0
0.666666666667,0.8023123,2.8
0.0,0.03443002,0.0
0.222222222222,0.4406051,2.4
0.5,0.75668544,3.8
0.714285714286,0.529702,4.6
0.4,0.5312027,1.4
0.0,0.151569,0.8
0.666666666667,0.7575106,4.0
0.461538461538,0.74423635,3.4
0.25,0.4093652,0.6
0.923076923077,0.8333333,4.6
0.571428571429,0.8333333,1.2
0.6,0.8066022,2.2
0.526315789474,0.82203734,2.0
0.8,0.91613024,3.2
0.888888888889,0.8718473,5.0
0.923076923077,0.9328736,4.6
0.6,0.6578652,4.0
1.0,1.0,5.0
0.142857142857,0.38606268,2.4
0.5,0.66184616,3.4
0.307692307692,0.6449933,2.2
0.5,0.54451865,2.2
0.571428571429,0.61762136,3.0
0.8,0.9290127,4.8
0.714285714286,0.8131592,3.6
0.181818181818,0.27310345,1.0
0.625,0.8316138,2.8
0.769230769231,0.77490133,4.0
0.5,0.5,3.0
0.266666666667,0.305533,1.8
0.4,0.30502346,1.4
0.6,0.6721685,3.2
1.0,1.0,5.0
0.731707317073,0.70579135,1.4
0.5,0.7225262,1.6
0.2,0.3708571,3.0
0.0,0.1937187,1.8
0.75,0.88037544,4.6
0.909090909091,0.9,4.6
0.235294117647,0.61100644,4.2
0.8,0.7141899,4.0
0.5,0.5088687,2.2
0.933333333333,1.0,5.0
0.888888888889,1.0,4.4
0.8,0.84703654,4.0
0.933333333333,0.9328736,5.0
0.6,0.7790267,2.2
0.285714285714,0.3285708,1.4
0.0,0.18498494,1.2
0.0,0.20869422,1.0
0.833333333333,0.9146027,3.6
0.222222222222,0.3978027,1.4
0.444444444444,0.6112094,1.4
0.333333333333,0.55119747,3.2
0.571428571429,0.90940917,3.4
0.571428571429,0.7260248,1.4
0.727272727273,0.8191319,4.0
0.166666666667,0.3291635,1.4
0.769230769231,0.8430551,4.4
0.444444444444,0.7383548,3.2
0.4,0.71250486,3.0
0.444444444444,0.2677374,3.2
0.444444444444,0.16666667,3.6
0.222222222222,0.051327135,1.2
0.307692307692,0.5142698,2.0
0.307692307692,0.39151788,1.2
0.833333333333,0.9,4.0
0.571428571429,0.7,2.8
0.8,0.9375,4.6
0.444444444444,0.6435333,2.0
0.8,0.9166667,3.8
